adresse_station,arrondissement,statut_pdc,code_insee_commune,coordonneesxy,lat,long,id_pdc,last_date_time_update
10 Rue jean Nicot 75007 Paris,07e Arrondissement,Disponible,75107,"[48.86113, 2.3069868]",48.86113,2.3069868,FR*V75*EPX07*16*4,2022-04-17 16:55:34+00:00
13 Rue Ernest Psichari 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85617, 2.308076]",48.85617,2.308076,FR*V75*EPX07*11*6,2022-04-17 18:02:24+00:00
205 Avenue Bosquet 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85808, 2.3040495]",48.85808,2.3040495,FR*V75*EPX07*02*2,2022-04-17 02:30:02+00:00
330 Avenue de Ségur 75007 Paris,07e Arrondissement,En maintenance,75107,"[48.849297, 2.3077698]",48.849297,2.3077698,FR*V75*EPX07*04*1,2022-04-17 02:30:02+00:00
26 Avenue Duquesne 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.851128, 2.3106372]",48.851128,2.3106372,FR*V75*EPX07*10*2,2022-04-17 02:30:02+00:00
26 Avenue Duquesne 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.851128, 2.3106372]",48.851128,2.3106372,FR*V75*EPX07*10*3,2022-04-17 02:30:02+00:00
13 Rue Ernest Psichari 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85617, 2.308076]",48.85617,2.308076,FR*V75*EPX07*11*4,2022-04-17 02:30:02+00:00
2 Rue de Martignac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.859367, 2.3195393]",48.859367,2.3195393,FR*V75*EPX07*14*1,2022-04-17 02:30:02+00:00
10 Rue jean Nicot 75007 Paris,07e Arrondissement,Disponible,75107,"[48.86113, 2.3069868]",48.86113,2.3069868,FR*V75*EPX07*16*3,2022-04-17 07:32:51+00:00
45 Avenue de la Bourdonnais 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85807, 2.299582]",48.85807,2.299582,FR*V75*EPX07*08*4,2022-04-17 17:53:24+00:00
188 boulevard Saint -Germain 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85461, 2.329982]",48.85461,2.329982,FR*V75*EPX07*17*5,2022-04-17 17:20:57+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*1,2022-04-17 02:30:02+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*6,2022-04-17 02:30:02+00:00
150 Rue Constantine 75007 Paris,07e Arrondissement,Disponible,75107,"[48.858727, 2.314834]",48.858727,2.314834,FR*V75*EPX07*03*3,2022-04-17 02:30:02+00:00
10 Rue jean Nicot 75007 Paris,07e Arrondissement,Disponible,75107,"[48.86113, 2.3069868]",48.86113,2.3069868,FR*V75*EPX07*16*2,2022-04-17 02:30:02+00:00
188 boulevard Saint -Germain 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85461, 2.329982]",48.85461,2.329982,FR*V75*EPX07*17*2,2022-04-17 06:40:42+00:00
330 Avenue de Ségur 75007 Paris,07e Arrondissement,Disponible,75107,"[48.849297, 2.3077698]",48.849297,2.3077698,FR*V75*EPX07*04*4,2022-04-17 07:09:18+00:00
9 Avenue de Villars 75007 Paris,07e Arrondissement,Disponible,75107,"[48.852665, 2.31368]",48.852665,2.31368,FR*V75*E9007*03*3,2022-04-17 15:39:21+00:00
330 Avenue de Ségur 75007 Paris,07e Arrondissement,Disponible,75107,"[48.849297, 2.3077698]",48.849297,2.3077698,FR*V75*EPX07*04*6,2022-04-17 17:16:22+00:00
26 Avenue Duquesne 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.851128, 2.3106372]",48.851128,2.3106372,FR*V75*EPX07*10*1,2022-04-17 02:30:02+00:00
26 Avenue Duquesne 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.851128, 2.3106372]",48.851128,2.3106372,FR*V75*EPX07*10*6,2022-04-17 02:30:02+00:00
21 Boulevard des Invalides 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85582, 2.3152447]",48.85582,2.3152447,FR*V75*EPX07*15*6,2022-04-17 02:30:02+00:00
47 Avenue Bosquet 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85755, 2.30437]",48.85755,2.30437,FR*V75*E9007*01*2,2022-04-17 11:45:54+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*2,2022-04-17 07:37:48+00:00
5 Rue de Bellechasse 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85988, 2.3245049]",48.85988,2.3245049,FR*V75*EPX07*06*3,2022-04-17 15:59:42+00:00
150 Rue Constantine 75007 Paris,07e Arrondissement,Disponible,75107,"[48.858727, 2.314834]",48.858727,2.314834,FR*V75*EPX07*03*6,2022-04-17 16:19:56+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*1,2022-04-17 02:30:02+00:00
13 Rue Ernest Psichari 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85617, 2.308076]",48.85617,2.308076,FR*V75*EPX07*11*3,2022-04-17 02:30:02+00:00
152 Rue de Grenelle 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.85806, 2.310588]",48.85806,2.310588,FR*V75*EPX07*13*3,2022-04-17 02:30:02+00:00
205 Avenue Bosquet 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85808, 2.3040495]",48.85808,2.3040495,FR*V75*EPX07*02*3,2022-04-17 18:02:23+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*7,2022-04-17 18:36:44+00:00
45 Avenue de la Bourdonnais 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85807, 2.299582]",48.85807,2.299582,FR*V75*EPX07*08*6,2022-04-17 02:30:02+00:00
2 Rue Pérignon 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.84793, 2.309952]",48.84793,2.309952,FR*V75*E9007*06*3,2022-04-17 15:16:12+00:00
22 Rue Fabert 75007 Paris,07e Arrondissement,Disponible,75107,"[48.860657, 2.311441]",48.860657,2.311441,FR*V75*E9007*05*3,2022-04-17 16:06:56+00:00
6 place du Président Mithouard 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.851284, 2.312916]",48.851284,2.312916,FR*V75*EPX07*12*6,2022-04-17 18:11:17+00:00
10 Avenue de Saxe 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84975, 2.3074996]",48.84975,2.3074996,FR*V75*E9007*02*2,2022-04-17 02:30:02+00:00
205 Avenue Bosquet 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85808, 2.3040495]",48.85808,2.3040495,FR*V75*EPX07*02*5,2022-04-17 02:30:02+00:00
6 place du Président Mithouard 75007 Paris,07e Arrondissement,Disponible,75107,"[48.851284, 2.312916]",48.851284,2.312916,FR*V75*EPX07*12*5,2022-04-17 05:45:52+00:00
142 Rue du Bac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85082, 2.3237967]",48.85082,2.3237967,FR*V75*EPX07*09*2,2022-04-17 15:59:08+00:00
142 Rue du Bac 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85082, 2.3237967]",48.85082,2.3237967,FR*V75*EPX07*09*4,2022-04-17 14:24:05+00:00
188 boulevard Saint -Germain 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85461, 2.329982]",48.85461,2.329982,FR*V75*EPX07*17*1,2022-04-17 17:00:45+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*2,2022-04-17 18:34:53+00:00
205 Avenue Bosquet 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85808, 2.3040495]",48.85808,2.3040495,FR*V75*EPX07*02*4,2022-04-17 02:30:02+00:00
26 Avenue Duquesne 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.851128, 2.3106372]",48.851128,2.3106372,FR*V75*EPX07*10*4,2022-04-17 02:30:02+00:00
45 Avenue de la Bourdonnais 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85807, 2.299582]",48.85807,2.299582,FR*V75*EPX07*08*2,2022-04-17 16:15:02+00:00
2 Rue de Martignac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.859367, 2.3195393]",48.859367,2.3195393,FR*V75*EPX07*14*2,2022-04-17 17:50:14+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*3,2022-04-17 02:30:02+00:00
6 place du Président Mithouard 75007 Paris,07e Arrondissement,Disponible,75107,"[48.851284, 2.312916]",48.851284,2.312916,FR*V75*EPX07*12*4,2022-04-17 02:30:02+00:00
152 Rue de Grenelle 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.85806, 2.310588]",48.85806,2.310588,FR*V75*EPX07*13*6,2022-04-17 02:30:02+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*5,2022-04-17 16:12:33+00:00
47 Avenue Bosquet 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85755, 2.30437]",48.85755,2.30437,FR*V75*E9007*01*1,2022-04-17 12:36:47+00:00
330 Avenue de Ségur 75007 Paris,07e Arrondissement,Disponible,75107,"[48.849297, 2.3077698]",48.849297,2.3077698,FR*V75*EPX07*04*5,2022-04-17 02:30:02+00:00
76 Boulevard de la Tour-Maubourg 75007 Paris,07e Arrondissement,Disponible,75107,"[48.856014, 2.3097644]",48.856014,2.3097644,FR*V75*EPX07*07*2,2022-04-17 02:30:02+00:00
6 place du Président Mithouard 75007 Paris,07e Arrondissement,Disponible,75107,"[48.851284, 2.312916]",48.851284,2.312916,FR*V75*EPX07*12*3,2022-04-17 02:30:02+00:00
152 Rue de Grenelle 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.85806, 2.310588]",48.85806,2.310588,FR*V75*EPX07*13*4,2022-04-17 02:30:02+00:00
330 Avenue de Ségur 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.849297, 2.3077698]",48.849297,2.3077698,FR*V75*EPX07*04*2,2022-04-17 10:37:11+00:00
13 Rue Ernest Psichari 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85617, 2.308076]",48.85617,2.308076,FR*V75*EPX07*11*1,2022-04-17 12:13:58+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*6,2022-04-17 15:15:50+00:00
10 Avenue de Saxe 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84975, 2.3074996]",48.84975,2.3074996,FR*V75*E9007*02*3,2022-04-17 16:26:19+00:00
21 Boulevard des Invalides 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85582, 2.3152447]",48.85582,2.3152447,FR*V75*EPX07*15*2,2022-04-17 17:17:14+00:00
142 Rue du Bac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85082, 2.3237967]",48.85082,2.3237967,FR*V75*EPX07*09*3,2022-04-17 18:07:08+00:00
35 Rue du Bac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.857124, 2.327753]",48.857124,2.327753,FR*V75*E9007*04*1,2022-04-17 17:07:09+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*3,2022-04-17 02:30:02+00:00
152 Rue de Grenelle 75007 Paris,07e Arrondissement,Inconnu,75107,"[48.85806, 2.310588]",48.85806,2.310588,FR*V75*EPX07*13*1,2022-04-17 02:30:02+00:00
2 Rue de Martignac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.859367, 2.3195393]",48.859367,2.3195393,FR*V75*EPX07*14*3,2022-04-17 02:30:02+00:00
35 Rue du Bac 75007 Paris,07e Arrondissement,Disponible,75107,"[48.857124, 2.327753]",48.857124,2.327753,FR*V75*E9007*04*3,2022-04-17 16:15:27+00:00
5 Rue de Bellechasse 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85988, 2.3245049]",48.85988,2.3245049,FR*V75*EPX07*06*2,2022-04-17 16:51:58+00:00
45 Avenue de la Bourdonnais 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85807, 2.299582]",48.85807,2.299582,FR*V75*EPX07*08*1,2022-04-17 18:17:32+00:00
12 Rue Duroc 75007 Paris,07e Arrondissement,Disponible,75107,"[48.84828, 2.315725]",48.84828,2.315725,FR*V75*EPX07*05*4,2022-04-17 02:30:02+00:00
6 place du Président Mithouard 75007 Paris,07e Arrondissement,Disponible,75107,"[48.851284, 2.312916]",48.851284,2.312916,FR*V75*EPX07*12*2,2022-04-17 02:30:02+00:00
21 Boulevard des Invalides 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85582, 2.3152447]",48.85582,2.3152447,FR*V75*EPX07*15*4,2022-04-17 13:51:45+00:00
142 Rue du Bac 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85082, 2.3237967]",48.85082,2.3237967,FR*V75*EPX07*09*1,2022-04-17 17:18:47+00:00
188 boulevard Saint -Germain 75007 Paris,07e Arrondissement,Occupé (en charge),75107,"[48.85461, 2.329982]",48.85461,2.329982,FR*V75*EPX07*17*3,2022-04-17 18:15:29+00:00
6 Rue Chanaleilles 75007 Paris,07e Arrondissement,Disponible,75107,"[48.85304, 2.3190124]",48.85304,2.3190124,FR*V75*EPX07*01*4,2022-04-17 02:30:02+00:00
114 Rue du Chateaubriand 75008 Paris,08e Arrondissement,Disponible,75108,"[48.873478, 2.3008885]",48.873478,2.3008885,FR*V75*EPX08*02*1,2022-04-17 02:30:02+00:00
230 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87839, 2.3225684]",48.87839,2.3225684,FR*V75*EPX08*06*3,2022-04-17 02:30:02+00:00
73 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.881832, 2.32056]",48.881832,2.32056,FR*V75*EPX08*07*1,2022-04-17 02:30:02+00:00
69 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87835, 2.3044934]",48.87835,2.3044934,FR*V75*EPX08*10*1,2022-04-17 02:30:02+00:00
44 Avenue George V 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87057, 2.301121]",48.87057,2.301121,FR*V75*EPX08*14*3,2022-04-17 12:13:48+00:00
43 Rue de Monceau 75008 Paris,08e Arrondissement,Disponible,75108,"[48.877834, 2.310832]",48.877834,2.310832,FR*V75*EPX08*19*6,2022-04-17 17:41:21+00:00
66 Rue d'Astorg 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872833, 2.3193886]",48.872833,2.3193886,FR*V75*EPX08*03*3,2022-04-17 02:30:02+00:00
114 Rue du Chateaubriand 75008 Paris,08e Arrondissement,Disponible,75108,"[48.873478, 2.3008885]",48.873478,2.3008885,FR*V75*EPX08*02*5,2022-04-17 02:30:02+00:00
37 Rue la Boétie 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8737, 2.314663]",48.8737,2.314663,FR*V75*EPX08*11*2,2022-04-17 02:30:02+00:00
230 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87839, 2.3225684]",48.87839,2.3225684,FR*V75*EPX08*06*4,2022-04-17 13:16:39+00:00
7 boulevard Malesherbes 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8706, 2.3226488]",48.8706,2.3226488,FR*V75*EPX08*18*5,2022-04-17 16:08:30+00:00
3 Avenue Dutuit 75008 Paris,08e Arrondissement,En maintenance,75108,"[48.8655, 2.315463]",48.8655,2.315463,FR*V75*E9008*01*3,2022-04-17 02:30:02+00:00
55 Rue Pierre Charron 75008 Paris,08e Arrondissement,En maintenance,75108,"[48.86937, 2.303269]",48.86937,2.303269,FR*V75*E9008*04*1,2022-04-17 02:30:02+00:00
55 Rue Pierre Charron 75008 Paris,08e Arrondissement,Disponible,75108,"[48.86937, 2.303269]",48.86937,2.303269,FR*V75*E9008*04*3,2022-04-17 02:30:02+00:00
9 Boulevard des Batignolles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.883015, 2.325922]",48.883015,2.325922,FR*V75*EPX08*08*2,2022-04-17 02:30:02+00:00
37 Rue la Boétie 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8737, 2.314663]",48.8737,2.314663,FR*V75*EPX08*11*1,2022-04-17 02:30:02+00:00
2 Avenue Matignon 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.87006, 2.312597]",48.87006,2.312597,FR*V75*EPX08*17*3,2022-04-17 16:13:46+00:00
40 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.876186, 2.3082976]",48.876186,2.3082976,FR*V75*EPX08*20*6,2022-04-17 02:30:02+00:00
19 Rue Tronchet 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87236, 2.326167]",48.87236,2.326167,FR*V75*EPX08*21*1,2022-04-17 11:07:59+00:00
114 Rue du Chateaubriand 75008 Paris,08e Arrondissement,Disponible,75108,"[48.873478, 2.3008885]",48.873478,2.3008885,FR*V75*EPX08*02*2,2022-04-17 17:04:43+00:00
19 Rue Tronchet 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87236, 2.326167]",48.87236,2.326167,FR*V75*EPX08*21*6,2022-04-17 16:35:13+00:00
230 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87839, 2.3225684]",48.87839,2.3225684,FR*V75*EPX08*06*1,2022-04-17 02:30:02+00:00
37 Rue la Boétie 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8737, 2.314663]",48.8737,2.314663,FR*V75*EPX08*11*4,2022-04-17 02:30:02+00:00
69 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87835, 2.3044934]",48.87835,2.3044934,FR*V75*EPX08*10*7,2022-04-17 02:30:02+00:00
44 Avenue George V 75008 Paris,08e Arrondissement,En maintenance,75108,"[48.87057, 2.301121]",48.87057,2.301121,FR*V75*EPX08*14*4,2022-04-17 02:30:02+00:00
7 boulevard Malesherbes 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8706, 2.3226488]",48.8706,2.3226488,FR*V75*EPX08*18*4,2022-04-17 02:30:02+00:00
40 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.876186, 2.3082976]",48.876186,2.3082976,FR*V75*EPX08*20*4,2022-04-17 02:30:02+00:00
40 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.876186, 2.3082976]",48.876186,2.3082976,FR*V75*EPX08*20*5,2022-04-17 02:30:02+00:00
37 Rue la Boétie 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8737, 2.314663]",48.8737,2.314663,FR*V75*EPX08*11*3,2022-04-17 06:32:05+00:00
73 Rue de Rome 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.881832, 2.32056]",48.881832,2.32056,FR*V75*EPX08*07*3,2022-04-17 11:18:39+00:00
43 Rue de Monceau 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.877834, 2.310832]",48.877834,2.310832,FR*V75*EPX08*19*1,2022-04-17 16:03:33+00:00
248 Rue Pierre Charron 75008 Paris,08e Arrondissement,Disponible,75108,"[48.869644, 2.3036203]",48.869644,2.3036203,FR*V75*EPX08*01*2,2022-04-17 16:10:41+00:00
2 Avenue Matignon 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.87006, 2.312597]",48.87006,2.312597,FR*V75*EPX08*17*1,2022-04-17 18:36:16+00:00
7 Rue Francois 1er 75008 Paris,08e Arrondissement,Disponible,75108,"[48.865772, 2.308419]",48.865772,2.308419,FR*V75*EPX08*09*6,2022-04-17 18:21:34+00:00
38 Rue François 1er 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.86821, 2.3046348]",48.86821,2.3046348,FR*V75*EPX08*13*1,2022-04-17 18:00:09+00:00
3 Avenue Dutuit 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8655, 2.315463]",48.8655,2.315463,FR*V75*E9008*01*2,2022-04-17 02:30:02+00:00
230 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87839, 2.3225684]",48.87839,2.3225684,FR*V75*EPX08*06*5,2022-04-17 02:30:02+00:00
7 Rue Francois 1er 75008 Paris,08e Arrondissement,En maintenance,75108,"[48.865772, 2.308419]",48.865772,2.308419,FR*V75*EPX08*09*1,2022-04-17 02:30:02+00:00
10 Rue de Berri 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872448, 2.3041663]",48.872448,2.3041663,FR*V75*EPX08*12*5,2022-04-17 02:30:02+00:00
19 Rue Tronchet 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87236, 2.326167]",48.87236,2.326167,FR*V75*EPX08*21*3,2022-04-17 16:14:51+00:00
24 Rue de Liège 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.879597, 2.3263307]",48.879597,2.3263307,FR*V75*EPX08*15*1,2022-04-17 02:30:02+00:00
40 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.876186, 2.3082976]",48.876186,2.3082976,FR*V75*EPX08*20*2,2022-04-17 02:30:02+00:00
2 Avenue Matignon 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.87006, 2.312597]",48.87006,2.312597,FR*V75*EPX08*17*2,2022-04-17 09:55:55+00:00
7 boulevard Malesherbes 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8706, 2.3226488]",48.8706,2.3226488,FR*V75*EPX08*18*6,2022-04-17 15:19:55+00:00
7 Rue Francois 1er 75008 Paris,08e Arrondissement,Disponible,75108,"[48.865772, 2.308419]",48.865772,2.308419,FR*V75*EPX08*09*7,2022-04-17 15:38:09+00:00
43 Rue de Monceau 75008 Paris,08e Arrondissement,Disponible,75108,"[48.877834, 2.310832]",48.877834,2.310832,FR*V75*EPX08*19*4,2022-04-17 16:36:01+00:00
10 Rue de Berri 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872448, 2.3041663]",48.872448,2.3041663,FR*V75*EPX08*12*4,2022-04-17 17:01:46+00:00
7 Rue Francois 1er 75008 Paris,08e Arrondissement,Disponible,75108,"[48.865772, 2.308419]",48.865772,2.308419,FR*V75*EPX08*09*3,2022-04-17 17:33:09+00:00
38 Rue François 1er 75008 Paris,08e Arrondissement,Disponible,75108,"[48.86821, 2.3046348]",48.86821,2.3046348,FR*V75*EPX08*13*3,2022-04-17 18:44:13+00:00
69 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87835, 2.3044934]",48.87835,2.3044934,FR*V75*EPX08*10*2,2022-04-17 18:52:01+00:00
55 Rue Pierre Charron 75008 Paris,08e Arrondissement,Disponible,75108,"[48.86937, 2.303269]",48.86937,2.303269,FR*V75*E9008*04*2,2022-04-17 02:30:02+00:00
66 Rue d'Astorg 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872833, 2.3193886]",48.872833,2.3193886,FR*V75*EPX08*03*4,2022-04-17 02:30:02+00:00
114 Rue du Chateaubriand 75008 Paris,08e Arrondissement,Disponible,75108,"[48.873478, 2.3008885]",48.873478,2.3008885,FR*V75*EPX08*02*4,2022-04-17 02:30:02+00:00
37 Rue la Boétie 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8737, 2.314663]",48.8737,2.314663,FR*V75*EPX08*11*5,2022-04-17 07:28:02+00:00
168 Avenue de Friedland 75008 Paris,08e Arrondissement,Disponible,75108,"[48.874165, 2.2976358]",48.874165,2.2976358,FR*V75*EPX08*05*4,2022-04-17 16:00:37+00:00
24 Rue de Liège 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.879597, 2.3263307]",48.879597,2.3263307,FR*V75*EPX08*15*2,2022-04-17 16:25:12+00:00
10 Rue de Berri 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872448, 2.3041663]",48.872448,2.3041663,FR*V75*EPX08*12*2,2022-04-17 16:39:42+00:00
2 Rue Louis Murat 75008 Paris,08e Arrondissement,Disponible,75108,"[48.875854, 2.309542]",48.875854,2.309542,FR*V75*E9008*03*2,2022-04-17 02:30:02+00:00
66 Rue d'Astorg 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872833, 2.3193886]",48.872833,2.3193886,FR*V75*EPX08*03*1,2022-04-17 02:30:02+00:00
73 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.881832, 2.32056]",48.881832,2.32056,FR*V75*EPX08*07*4,2022-04-17 02:30:02+00:00
9 Boulevard des Batignolles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.883015, 2.325922]",48.883015,2.325922,FR*V75*EPX08*08*3,2022-04-17 02:30:02+00:00
69 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87835, 2.3044934]",48.87835,2.3044934,FR*V75*EPX08*10*4,2022-04-17 02:30:02+00:00
24 Rue de Liège 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.879597, 2.3263307]",48.879597,2.3263307,FR*V75*EPX08*15*3,2022-04-17 08:45:19+00:00
72 Rue de Rome 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8807, 2.321369]",48.8807,2.321369,FR*V75*E9008*02*1,2022-04-17 13:49:24+00:00
38 Rue François 1er 75008 Paris,08e Arrondissement,Disponible,75108,"[48.86821, 2.3046348]",48.86821,2.3046348,FR*V75*EPX08*13*4,2022-04-17 15:31:44+00:00
19 Rue Tronchet 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87236, 2.326167]",48.87236,2.326167,FR*V75*EPX08*21*4,2022-04-17 16:08:09+00:00
2 Rue Louis Murat 75008 Paris,08e Arrondissement,Disponible,75108,"[48.875854, 2.309542]",48.875854,2.309542,FR*V75*E9008*03*3,2022-04-17 02:30:02+00:00
7 boulevard Malesherbes 75008 Paris,08e Arrondissement,Occupé (en charge),75108,"[48.8706, 2.3226488]",48.8706,2.3226488,FR*V75*EPX08*18*1,2022-04-17 15:13:47+00:00
69 Rue de Courcelles 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87835, 2.3044934]",48.87835,2.3044934,FR*V75*EPX08*10*6,2022-04-17 02:30:02+00:00
24 Rue de Liège 75008 Paris,08e Arrondissement,Disponible,75108,"[48.879597, 2.3263307]",48.879597,2.3263307,FR*V75*EPX08*15*4,2022-04-17 02:30:02+00:00
2 Avenue Matignon 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87006, 2.312597]",48.87006,2.312597,FR*V75*EPX08*17*6,2022-04-17 02:30:02+00:00
10 Rue de Berri 75008 Paris,08e Arrondissement,Disponible,75108,"[48.872448, 2.3041663]",48.872448,2.3041663,FR*V75*EPX08*12*6,2022-04-17 10:12:55+00:00
168 Avenue de Friedland 75008 Paris,08e Arrondissement,Disponible,75108,"[48.874165, 2.2976358]",48.874165,2.2976358,FR*V75*EPX08*05*2,2022-04-17 16:52:54+00:00
7 boulevard Malesherbes 75008 Paris,08e Arrondissement,Disponible,75108,"[48.8706, 2.3226488]",48.8706,2.3226488,FR*V75*EPX08*18*3,2022-04-17 16:50:31+00:00
19 Rue Tronchet 75008 Paris,08e Arrondissement,Disponible,75108,"[48.87236, 2.326167]",48.87236,2.326167,FR*V75*EPX08*21*5,2022-04-17 16:50:00+00:00
